status,account,balance,date,gender,age,merchant_state,amount,movement,month,day
posted,ACC-2153562714,280.22,2018-08-22,F,24,MISSING,46.0,debit,8,22
posted,ACC-3021093232,4310.79,2018-08-22,F,30,MISSING,155.0,debit,8,22
authorized,ACC-1516130869,4149.38,2018-08-22,F,21,NT,34.34,debit,8,22
authorized,ACC-574997646,1472.1,2018-08-22,F,18,NSW,15.23,debit,8,22
posted,ACC-1349834573,8314.35,2018-08-22,M,39,MISSING,48.0,debit,8,22
posted,ACC-4274272854,3685.08,2018-08-22,M,20,MISSING,116.0,debit,8,22
authorized,ACC-4258502723,1974.66,2018-08-22,F,24,VIC,22.07,debit,8,22
authorized,ACC-3021093232,3887.7,2018-08-22,F,30,VIC,423.09,debit,8,22
authorized,ACC-1222300524,1959.18,2018-08-22,M,38,NSW,34.97,debit,8,22
authorized,ACC-2249586092,5813.64,2018-08-22,M,19,WA,8.5,debit,8,22
authorized,ACC-2890243754,1975.85,2018-08-22,M,37,QLD,6.23,debit,8,22
authorized,ACC-2673069055,16064.82,2018-08-22,M,24,QLD,16.02,debit,8,22
posted,ACC-2171593283,8980.47,2018-08-22,M,19,MISSING,17.0,debit,8,22
posted,ACC-1650504218,5664.52,2018-08-22,F,23,MISSING,33.0,debit,8,22
posted,ACC-182446574,3767.91,2018-08-22,F,27,MISSING,33.0,debit,8,22
posted,ACC-4281711154,36441.74,2018-08-22,M,42,MISSING,36.0,debit,8,22
posted,ACC-3954677887,3223.84,2018-08-22,F,47,MISSING,121.0,debit,8,22
authorized,ACC-1516130869,4141.6,2018-08-22,F,21,NT,7.78,debit,8,22
authorized,ACC-1222300524,1937.22,2018-08-22,M,38,NSW,21.96,debit,8,22
posted,ACC-3536132544,963.4,2018-08-22,F,41,MISSING,43.0,debit,8,22
posted,ACC-2173390920,3236.59,2018-08-22,M,27,MISSING,67.0,debit,8,22
authorized,ACC-958000567,5689.58,2018-08-22,F,34,NT,19.5,debit,8,22
authorized,ACC-3954677887,3218.18,2018-08-22,F,47,WA,5.66,debit,8,22
posted,ACC-1710017148,7677.35,2018-08-22,F,19,MISSING,33.0,debit,8,22
authorized,ACC-1222300524,1913.89,2018-08-22,M,38,NSW,23.33,debit,8,22
authorized,ACC-2890243754,1968.08,2018-08-22,M,37,QLD,7.77,debit,8,22
authorized,ACC-1990648130,2674.63,2018-08-22,F,21,NSW,26.68,debit,8,22
posted,ACC-1973887809,3115.33,2018-08-22,M,26,MISSING,29.0,debit,8,22
posted,ACC-1349834573,8282.35,2018-08-22,M,39,MISSING,32.0,debit,8,22
posted,ACC-240804743,7823.21,2018-08-22,M,29,MISSING,39.0,debit,8,22
authorized,ACC-559365433,1308.47,2018-08-22,F,64,NSW,34.23,debit,8,22
authorized,ACC-1608363396,2777.45,2018-08-22,M,20,NSW,4.96,debit,8,22
authorized,ACC-3100725361,779.65,2018-08-23,M,25,NSW,144.16,debit,8,23
authorized,ACC-53508546,1892.51,2018-08-23,F,35,NSW,21.39,debit,8,23
authorized,ACC-1222300524,1895.61,2018-08-23,M,38,NSW,18.28,debit,8,23
authorized,ACC-1349834573,8247.41,2018-08-23,M,39,VIC,34.94,debit,8,23
posted,ACC-1496451953,6706.93,2018-08-23,M,43,MISSING,16.0,debit,8,23
authorized,ACC-1608363396,2765.16,2018-08-23,M,20,NSW,12.29,debit,8,23
posted,ACC-1523339231,62600.22,2018-08-23,M,40,MISSING,47.0,debit,8,23
posted,ACC-2890243754,1916.08,2018-08-23,M,37,MISSING,52.0,debit,8,23
posted,ACC-1516130869,3960.6,2018-08-23,F,21,MISSING,181.0,debit,8,23
posted,ACC-37709441,7220.61,2018-08-23,M,18,MISSING,101.0,debit,8,23
posted,ACC-2270192619,9196.18,2018-08-23,M,20,MISSING,39.0,debit,8,23
posted,ACC-3536132544,941.4,2018-08-23,F,41,MISSING,22.0,debit,8,23
authorized,ACC-2173390920,3210.26,2018-08-23,M,27,VIC,26.33,debit,8,23
authorized,ACC-1598451071,1868.22,2018-08-23,F,26,QLD,51.04,debit,8,23
posted,ACC-2171593283,8947.47,2018-08-23,M,19,MISSING,33.0,debit,8,23
posted,ACC-2890243754,1898.08,2018-08-23,M,37,MISSING,18.0,debit,8,23
posted,ACC-3481401842,2149.59,2018-08-23,F,25,MISSING,46.0,debit,8,23
posted,ACC-602667573,5941.8,2018-08-23,M,40,MISSING,112.0,debit,8,23
posted,ACC-211792489,1840.61,2018-08-23,F,30,MISSING,47.0,debit,8,23
authorized,ACC-3481401842,2195.59,2018-08-23,F,25,WA,20.66,debit,8,23
posted,ACC-2231965366,8092.77,2018-08-23,F,35,MISSING,33.0,debit,8,23
posted,ACC-2259139624,4059.12,2018-08-23,F,19,MISSING,22.0,debit,8,23
authorized,ACC-3100725361,767.4,2018-08-23,M,25,QLD,12.25,debit,8,23
authorized,ACC-2249586092,5795.51,2018-08-23,M,19,WA,18.13,debit,8,23
posted,ACC-2920611728,4220.32,2018-08-23,M,69,MISSING,194.0,debit,8,23
posted,ACC-2776252858,2100.98,2018-08-23,F,43,MISSING,43.0,debit,8,23
authorized,ACC-1199531521,6890.65,2018-08-23,M,52,WA,12.19,debit,8,23
authorized,ACC-3481401842,2132.69,2018-08-23,F,25,WA,16.9,debit,8,23
authorized,ACC-2249586092,5786.63,2018-08-23,M,19,WA,8.88,debit,8,23
authorized,ACC-182446574,3745.47,2018-08-23,F,27,NSW,22.44,debit,8,23
authorized,ACC-53508546,1871.91,2018-08-23,F,35,NSW,20.6,debit,8,23
authorized,ACC-3100725361,757.56,2018-08-23,M,25,QLD,9.84,debit,8,23
authorized,ACC-2776252858,2167.36,2018-08-23,F,43,VIC,44.38,debit,8,23
authorized,ACC-2776252858,2143.98,2018-08-23,F,43,VIC,23.38,debit,8,23
authorized,ACC-3481401842,2128.68,2018-08-23,F,25,WA,4.01,debit,8,23
posted,ACC-3485804958,18388.1,2018-08-23,F,34,MISSING,27.0,debit,8,23
posted,ACC-1516130869,3904.86,2018-08-23,F,21,MISSING,39.0,debit,8,23
authorized,ACC-1516130869,3943.86,2018-08-23,F,21,NT,16.74,debit,8,23
authorized,ACC-3100725361,742.71,2018-08-23,M,25,VIC,14.85,debit,8,23
authorized,ACC-2305712452,1943.75,2018-08-23,F,18,SA,18.75,debit,8,23
authorized,ACC-4258502723,1778.21,2018-08-23,F,24,VIC,196.45,debit,8,23
authorized,ACC-182446574,3736.96,2018-08-23,F,27,WA,8.51,debit,8,23
authorized,ACC-1438600314,3623.14,2018-08-23,F,35,SA,22.24,debit,8,23
authorized,ACC-3100725361,724.82,2018-08-23,M,25,QLD,17.89,debit,8,23
authorized,ACC-1608363396,2753.1,2018-08-23,M,20,NSW,12.06,debit,8,23
authorized,ACC-854938045,10488.55,2018-08-23,M,28,NSW,8.16,debit,8,23
authorized,ACC-182446574,3723.99,2018-08-23,F,27,WA,12.97,debit,8,23
authorized,ACC-3954677887,3187.32,2018-08-23,F,47,SA,30.86,debit,8,23
posted,ACC-1683215619,4719.48,2018-08-23,M,38,MISSING,81.0,debit,8,23
authorized,ACC-2901672282,3309.33,2018-08-23,M,22,VIC,19.64,debit,8,23
authorized,ACC-958000567,5565.15,2018-08-23,F,34,NT,124.43,debit,8,23
authorized,ACC-1334819143,58483.17,2018-08-23,M,33,VIC,17.12,debit,8,23
posted,ACC-3541460373,2537.59,2018-08-23,M,24,MISSING,41.0,debit,8,23
posted,ACC-3536132544,3042.91,2018-08-23,F,41,MISSING,2101.51,credit,8,23
posted,ACC-4163822186,5242.69,2018-08-23,F,26,MISSING,920.71,credit,8,23
posted,ACC-1608363396,2729.1,2018-08-23,M,20,MISSING,24.0,debit,8,23
posted,ACC-2259139624,7736.06,2018-08-23,F,19,MISSING,3676.94,credit,8,23
posted,ACC-3954677887,3141.32,2018-08-23,F,47,MISSING,46.0,debit,8,23
authorized,ACC-182446574,3715.24,2018-08-23,F,27,WA,8.75,debit,8,23
authorized,ACC-2828321672,1640.41,2018-08-23,F,53,QLD,19.62,debit,8,23
authorized,ACC-154431271,650.04,2018-08-23,F,18,QLD,10.12,debit,8,23
authorized,ACC-559365433,1286.5,2018-08-23,F,64,NSW,21.97,debit,8,23
authorized,ACC-4258502723,1774.26,2018-08-23,F,24,VIC,3.95,debit,8,23
authorized,ACC-37709441,7198.96,2018-08-23,M,18,QLD,21.65,debit,8,23
authorized,ACC-2673069055,16055.19,2018-08-23,M,24,QLD,9.63,debit,8,23
posted,ACC-721712940,52429.38,2018-08-23,M,78,MISSING,782.42,credit,8,23
posted,ACC-1279356312,6082.23,2018-08-23,M,44,MISSING,2887.34,credit,8,23
posted,ACC-3879258709,193551.49,2018-08-23,F,40,MISSING,41.0,debit,8,23
posted,ACC-966140392,3161.18,2018-08-23,M,21,MISSING,35.0,debit,8,23
authorized,ACC-1608363396,2649.63,2018-08-23,M,20,NSW,79.47,debit,8,23
authorized,ACC-1199531521,6849.02,2018-08-23,M,52,WA,41.63,debit,8,23
authorized,ACC-3317636250,6983.37,2018-08-23,M,35,SA,11.27,debit,8,23
posted,ACC-4274272854,3670.08,2018-08-23,M,20,MISSING,15.0,debit,8,23
posted,ACC-1243371644,3001.96,2018-08-23,M,42,MISSING,1681.58,credit,8,23
authorized,ACC-4258502723,1769.69,2018-08-23,F,24,VIC,4.57,debit,8,23
authorized,ACC-2673069055,16038.1,2018-08-23,M,24,QLD,17.09,debit,8,23
authorized,ACC-854938045,10443.21,2018-08-23,M,28,QLD,45.34,debit,8,23
posted,ACC-1349834573,8121.28,2018-08-23,M,39,MISSING,60.0,debit,8,23
posted,ACC-1608363396,4969.93,2018-08-23,M,20,MISSING,2320.3,credit,8,23
posted,ACC-1424176027,3842.64,2018-08-23,M,22,MISSING,1928.97,credit,8,23
authorized,ACC-2901672282,3235.09,2018-08-23,M,22,QLD,74.24,debit,8,23
authorized,ACC-2173390920,3146.52,2018-08-23,M,27,VIC,63.74,debit,8,23
authorized,ACC-2890243754,1881.12,2018-08-23,M,37,QLD,16.96,debit,8,23
authorized,ACC-2681137560,2664.56,2018-08-23,M,31,NSW,9.45,debit,8,23
authorized,ACC-2305712452,1934.71,2018-08-23,F,18,NSW,9.04,debit,8,23
authorized,ACC-1349834573,8181.28,2018-08-23,M,39,VIC,66.13,debit,8,23
posted,ACC-2988263882,3769.84,2018-08-23,M,44,MISSING,596.33,credit,8,23
posted,ACC-1037050564,2513.05,2018-08-23,F,40,MISSING,33.0,debit,8,23
authorized,ACC-211792489,1821.09,2018-08-23,F,30,SA,19.52,debit,8,23
authorized,ACC-1334819143,58452.53,2018-08-23,M,33,VIC,30.64,debit,8,23
authorized,ACC-182446574,3696.13,2018-08-23,F,27,WA,19.11,debit,8,23
authorized,ACC-1349834573,7868.22,2018-08-23,M,39,SA,253.06,debit,8,23
authorized,ACC-1222300524,1887.96,2018-08-23,M,38,WA,7.65,debit,8,23
authorized,ACC-1056639002,42885.63,2018-08-23,M,22,VIC,11.63,debit,8,23
authorized,ACC-3689607373,3472.73,2018-08-23,F,20,WA,21.71,debit,8,23
authorized,ACC-964839203,31481.33,2018-08-23,M,21,QLD,62.45,debit,8,23
authorized,ACC-1199531521,6813.78,2018-08-23,M,52,WA,35.24,debit,8,23
posted,ACC-3881031190,3797.09,2018-08-23,M,37,MISSING,916.75,credit,8,23
authorized,ACC-3021093232,3840.54,2018-08-23,F,30,NSW,47.16,debit,8,23
authorized,ACC-3233697971,4069.0,2018-08-23,F,34,NSW,10.28,debit,8,23
authorized,ACC-1516130869,3878.28,2018-08-23,F,21,NT,26.58,debit,8,23
authorized,ACC-1710017148,7669.45,2018-08-23,F,19,NSW,7.9,debit,8,23
posted,ACC-1279356312,6067.23,2018-08-23,M,44,MISSING,15.0,debit,8,23
posted,ACC-2173390920,3117.52,2018-08-23,M,27,MISSING,29.0,debit,8,23
posted,ACC-154431271,2187.72,2018-08-23,F,18,MISSING,1537.68,credit,8,23
posted,ACC-3941181087,5543.03,2018-08-23,M,25,MISSING,2687.85,credit,8,23
posted,ACC-958000567,5528.15,2018-08-23,F,34,MISSING,37.0,debit,8,23
posted,ACC-211792489,6731.99,2018-08-23,F,30,MISSING,4910.9,credit,8,23
posted,ACC-53508546,2597.23,2018-08-23,F,35,MISSING,725.32,credit,8,23
authorized,ACC-1496451953,6664.96,2018-08-23,M,43,VIC,41.97,debit,8,23
authorized,ACC-3954677887,3087.68,2018-08-23,F,47,WA,53.64,debit,8,23
authorized,ACC-1710017148,7593.43,2018-08-23,F,19,WA,76.02,debit,8,23
authorized,ACC-1243371644,2978.07,2018-08-23,M,42,NSW,23.89,debit,8,23
authorized,ACC-2673069055,16007.69,2018-08-23,M,24,WA,30.41,debit,8,23
authorized,ACC-3021093232,3816.31,2018-08-23,F,30,NSW,24.23,debit,8,23
posted,ACC-588564840,9241.27,2018-08-23,M,23,MISSING,41.0,debit,8,23
posted,ACC-1683215619,4670.48,2018-08-23,M,38,MISSING,49.0,debit,8,23
posted,ACC-3879258709,193530.49,2018-08-23,F,40,MISSING,21.0,debit,8,23
authorized,ACC-2650850707,108407.26,2018-08-23,M,42,NSW,351.06,debit,8,23
authorized,ACC-1222300524,1868.82,2018-08-23,M,38,NSW,19.14,debit,8,23
posted,ACC-1222300524,1818.82,2018-08-23,M,38,MISSING,50.0,debit,8,23
posted,ACC-2014856841,259973.9,2018-08-23,M,46,MISSING,50.0,debit,8,23
posted,ACC-1710017148,7414.43,2018-08-23,F,19,MISSING,179.0,debit,8,23
authorized,ACC-182446574,3397.95,2018-08-23,F,27,NSW,298.18,debit,8,23
authorized,ACC-1608363396,4844.12,2018-08-23,M,20,NSW,125.81,debit,8,23
authorized,ACC-1799207998,4522.71,2018-08-23,F,20,NSW,35.88,debit,8,23
authorized,ACC-1799207998,4493.82,2018-08-23,F,20,NSW,28.89,debit,8,23
authorized,ACC-37709441,7169.8,2018-08-23,M,18,NSW,29.16,debit,8,23
authorized,ACC-2615038700,29818.31,2018-08-23,F,43,NSW,9.83,debit,8,23
posted,ACC-1279356312,6026.23,2018-08-23,M,44,MISSING,41.0,debit,8,23
posted,ACC-4281711154,36290.74,2018-08-23,M,42,MISSING,151.0,debit,8,23
authorized,ACC-1973887809,3097.22,2018-08-23,M,26,WA,18.11,debit,8,23
authorized,ACC-1056639002,42876.32,2018-08-23,M,22,VIC,9.31,debit,8,23
posted,ACC-854938045,10385.21,2018-08-23,M,28,MISSING,58.0,debit,8,23
authorized,ACC-1608363396,4805.94,2018-08-23,M,20,NSW,38.18,debit,8,23
authorized,ACC-3689607373,3467.87,2018-08-23,F,20,WA,4.86,debit,8,23
authorized,ACC-1799207998,4471.88,2018-08-23,F,20,NSW,21.94,debit,8,23
authorized,ACC-1199531521,6797.19,2018-08-23,M,52,WA,16.59,debit,8,23
authorized,ACC-1056639002,42823.73,2018-08-23,M,22,VIC,52.59,debit,8,23
posted,ACC-3741880913,6063.16,2018-08-23,F,25,MISSING,32.0,debit,8,23
posted,ACC-90814749,7597.13,2018-08-23,M,35,MISSING,36.0,debit,8,23
posted,ACC-602667573,5054.8,2018-08-23,M,40,MISSING,887.0,debit,8,23
posted,ACC-2265520058,1571.73,2018-08-23,F,26,MISSING,33.0,debit,8,23
authorized,ACC-2828321672,1437.67,2018-08-23,F,53,QLD,202.74,debit,8,23
authorized,ACC-182446574,3385.35,2018-08-23,F,27,WA,12.6,debit,8,23
authorized,ACC-1496451953,6648.25,2018-08-23,M,43,NT,16.71,debit,8,23
authorized,ACC-3689607373,3441.45,2018-08-23,F,20,WA,26.42,debit,8,23
posted,ACC-354106658,7703.82,2018-08-23,F,39,MISSING,52.0,debit,8,23
posted,ACC-1334819143,58393.53,2018-08-23,M,33,MISSING,59.0,debit,8,23
authorized,ACC-1608363396,4788.74,2018-08-23,M,20,NSW,17.2,debit,8,23
authorized,ACC-1222300524,1737.93,2018-08-23,M,38,NSW,80.89,debit,8,23
authorized,ACC-3021093232,3792.42,2018-08-23,F,30,NSW,23.89,debit,8,23
authorized,ACC-182446574,3359.63,2018-08-24,F,27,NSW,25.72,debit,8,24
authorized,ACC-966140392,3151.56,2018-08-24,M,21,VIC,9.62,debit,8,24
authorized,ACC-1516130869,3864.78,2018-08-24,F,21,NT,13.5,debit,8,24
authorized,ACC-3541460373,2525.08,2018-08-24,M,24,VIC,12.51,debit,8,24
posted,ACC-3881031190,3711.09,2018-08-24,M,37,MISSING,86.0,debit,8,24
authorized,ACC-2305712452,1923.51,2018-08-24,F,18,SA,11.2,debit,8,24
authorized,ACC-559365433,1264.66,2018-08-24,F,64,VIC,21.84,debit,8,24
posted,ACC-1683215619,4611.48,2018-08-24,M,38,MISSING,59.0,debit,8,24
posted,ACC-2673069055,15964.69,2018-08-24,M,24,MISSING,43.0,debit,8,24
posted,ACC-1496451953,6625.25,2018-08-24,M,43,MISSING,23.0,debit,8,24
posted,ACC-1710017148,7374.43,2018-08-24,F,19,MISSING,40.0,debit,8,24
authorized,ACC-354106658,7657.7,2018-08-24,F,39,NSW,46.12,debit,8,24
authorized,ACC-1598451071,1854.07,2018-08-24,F,26,QLD,14.15,debit,8,24
authorized,ACC-1598451071,1841.75,2018-08-24,F,26,QLD,12.32,debit,8,24
posted,ACC-3827517394,32613.16,2018-08-24,M,28,MISSING,65.0,debit,8,24
authorized,ACC-1424176027,3828.34,2018-08-24,M,22,WA,14.3,debit,8,24
posted,ACC-2890243754,1715.12,2018-08-24,M,37,MISSING,166.0,debit,8,24
posted,ACC-3941181087,5515.03,2018-08-24,M,25,MISSING,28.0,debit,8,24
posted,ACC-1990648130,2646.63,2018-08-24,F,21,MISSING,28.0,debit,8,24
authorized,ACC-966140392,3127.51,2018-08-24,M,21,VIC,24.05,debit,8,24
posted,ACC-1496451953,6608.25,2018-08-24,M,43,MISSING,17.0,debit,8,24
posted,ACC-574997646,1381.1,2018-08-24,F,18,MISSING,91.0,debit,8,24
authorized,ACC-2270192619,9177.2,2018-08-24,M,20,SA,18.98,debit,8,24
authorized,ACC-1598451071,1826.8,2018-08-24,F,26,NSW,14.95,debit,8,24
authorized,ACC-1598451071,1819.99,2018-08-24,F,26,QLD,6.81,debit,8,24
authorized,ACC-3233697971,4051.35,2018-08-24,F,34,NSW,17.65,debit,8,24
authorized,ACC-1608363396,4779.29,2018-08-24,M,20,NSW,9.45,debit,8,24
authorized,ACC-1973887809,3014.02,2018-08-24,M,26,NSW,83.2,debit,8,24
authorized,ACC-3100725361,696.66,2018-08-24,M,25,VIC,28.16,debit,8,24
authorized,ACC-2681137560,2660.51,2018-08-24,M,31,NSW,4.05,debit,8,24
authorized,ACC-1424176027,3806.68,2018-08-24,M,22,NSW,21.66,debit,8,24
authorized,ACC-2970114956,6740.25,2018-08-24,M,26,VIC,25.08,debit,8,24
authorized,ACC-4258502723,1766.84,2018-08-24,F,24,QLD,2.85,debit,8,24
authorized,ACC-1990648130,2638.45,2018-08-24,F,21,WA,8.18,debit,8,24
authorized,ACC-1799207998,4354.04,2018-08-24,F,20,WA,117.84,debit,8,24
authorized,ACC-3084464802,5193.05,2018-08-24,F,19,VIC,16.45,debit,8,24
authorized,ACC-2673069055,15945.29,2018-08-24,M,24,QLD,19.4,debit,8,24
authorized,ACC-3100725361,687.85,2018-08-24,M,25,VIC,8.81,debit,8,24
posted,ACC-1334819143,58343.53,2018-08-24,M,33,MISSING,50.0,debit,8,24
authorized,ACC-1608363396,4774.55,2018-08-24,M,20,NSW,4.74,debit,8,24
authorized,ACC-2970114956,6718.35,2018-08-24,M,26,VIC,21.9,debit,8,24
authorized,ACC-3233697971,4007.67,2018-08-24,F,34,NSW,43.68,debit,8,24
posted,ACC-1788473090,3376.22,2018-08-24,F,21,MISSING,66.0,debit,8,24
posted,ACC-3536132544,3009.91,2018-08-24,F,41,MISSING,33.0,debit,8,24
posted,ACC-414431115,1465.94,2018-08-24,F,43,MISSING,18.0,debit,8,24
posted,ACC-1334819143,58219.53,2018-08-24,M,33,MISSING,124.0,debit,8,24
posted,ACC-38923874,34933.29,2018-08-24,M,38,MISSING,1880.95,credit,8,24
authorized,ACC-1222300524,1721.63,2018-08-24,M,38,NSW,16.3,debit,8,24
authorized,ACC-1222300524,1699.88,2018-08-24,M,38,NSW,21.75,debit,8,24
authorized,ACC-1056639002,42817.76,2018-08-24,M,22,VIC,5.97,debit,8,24
authorized,ACC-1516130869,3862.32,2018-08-24,F,21,NSW,2.46,debit,8,24
authorized,ACC-1799207998,4346.6,2018-08-24,F,20,NSW,7.44,debit,8,24
authorized,ACC-3689607373,3428.53,2018-08-24,F,20,WA,12.92,debit,8,24
authorized,ACC-854938045,10368.13,2018-08-24,M,28,VIC,17.08,debit,8,24
authorized,ACC-966140392,3107.71,2018-08-24,M,21,VIC,19.8,debit,8,24
posted,ACC-3485804958,18372.1,2018-08-24,F,34,MISSING,16.0,debit,8,24
posted,ACC-3689607373,4567.32,2018-08-24,F,20,MISSING,1138.79,credit,8,24
posted,ACC-2890243754,2632.57,2018-08-24,M,37,MISSING,917.45,credit,8,24
authorized,ACC-966140392,3093.41,2018-08-24,M,21,VIC,14.3,debit,8,24
authorized,ACC-1222300524,1684.71,2018-08-24,M,38,NSW,15.17,debit,8,24
authorized,ACC-1799207998,4341.29,2018-08-24,F,20,NSW,5.31,debit,8,24
posted,ACC-559365433,1840.66,2018-08-24,F,64,MISSING,576.0,credit,8,24
posted,ACC-3481401842,3354.01,2018-08-24,F,25,MISSING,1225.33,credit,8,24
posted,ACC-2528867619,6711.74,2018-08-24,F,40,MISSING,1946.57,credit,8,24
posted,ACC-1516130869,3833.32,2018-08-24,F,21,MISSING,29.0,debit,8,24
authorized,ACC-1990648130,2624.32,2018-08-24,F,21,NSW,14.13,debit,8,24
authorized,ACC-1424176027,3803.13,2018-08-24,M,22,NSW,3.55,debit,8,24
authorized,ACC-3317636250,6950.7,2018-08-24,M,35,QLD,32.67,debit,8,24
authorized,ACC-1990648130,2616.78,2018-08-24,F,21,NSW,7.54,debit,8,24
posted,ACC-4065652575,8576.43,2018-08-24,M,21,MISSING,94.0,debit,8,24
posted,ACC-1344825761,15479.73,2018-08-24,F,46,MISSING,22.0,debit,8,24
posted,ACC-1523339231,62560.22,2018-08-24,M,40,MISSING,40.0,debit,8,24
posted,ACC-2153562714,3992.78,2018-08-24,F,24,MISSING,3712.56,credit,8,24
posted,ACC-574997646,3333.39,2018-08-24,F,18,MISSING,1952.29,credit,8,24
authorized,ACC-1598451071,1808.41,2018-08-24,F,26,QLD,11.58,debit,8,24
authorized,ACC-3317636250,6919.18,2018-08-24,M,35,QLD,31.52,debit,8,24
authorized,ACC-2673069055,15935.41,2018-08-24,M,24,QLD,9.88,debit,8,24
authorized,ACC-3100725361,673.43,2018-08-24,M,25,VIC,14.42,debit,8,24
authorized,ACC-1598451071,1794.04,2018-08-24,F,26,NSW,14.37,debit,8,24
authorized,ACC-2673069055,15925.41,2018-08-24,M,24,QLD,10.0,debit,8,24
posted,ACC-1890605467,11860.25,2018-08-24,M,38,MISSING,3649.51,credit,8,24
posted,ACC-90814749,9905.8,2018-08-24,M,35,MISSING,2308.67,credit,8,24
posted,ACC-2231965366,7912.77,2018-08-24,F,35,MISSING,180.0,debit,8,24
authorized,ACC-1438600314,3579.89,2018-08-24,F,35,SA,43.25,debit,8,24
authorized,ACC-3485804958,18363.05,2018-08-24,F,34,SA,9.05,debit,8,24
authorized,ACC-1496451953,6296.34,2018-08-24,M,43,VIC,311.91,debit,8,24
authorized,ACC-2173390920,3089.61,2018-08-24,M,27,VIC,27.91,debit,8,24
authorized,ACC-3100725361,653.09,2018-08-24,M,25,WA,20.34,debit,8,24
authorized,ACC-1496451953,6275.58,2018-08-24,M,43,VIC,20.76,debit,8,24
authorized,ACC-2673069055,15914.35,2018-08-24,M,24,QLD,11.06,debit,8,24
posted,ACC-80388494,4170.52,2018-08-24,M,28,MISSING,1916.51,credit,8,24
posted,ACC-602667573,5013.8,2018-08-24,M,40,MISSING,41.0,debit,8,24
posted,ACC-964839203,33041.53,2018-08-24,M,21,MISSING,1560.2,credit,8,24
posted,ACC-3827517394,32570.16,2018-08-24,M,28,MISSING,43.0,debit,8,24
posted,ACC-2153562714,3965.78,2018-08-24,F,24,MISSING,27.0,debit,8,24
authorized,ACC-3689607373,4561.01,2018-08-24,F,20,WA,6.31,debit,8,24
authorized,ACC-3689607373,4547.47,2018-08-24,F,20,NSW,13.54,debit,8,24
authorized,ACC-3689607373,4540.51,2018-08-24,F,20,WA,6.96,debit,8,24
posted,ACC-1344825761,17950.18,2018-08-24,F,46,MISSING,2470.45,credit,8,24
posted,ACC-2014856841,262153.86,2018-08-24,M,46,MISSING,2179.96,credit,8,24
posted,ACC-3317636250,9463.94,2018-08-24,M,35,MISSING,2544.76,credit,8,24
authorized,ACC-1199531521,6767.54,2018-08-24,M,52,WA,29.65,debit,8,24
authorized,ACC-1334819143,58212.6,2018-08-24,M,33,VIC,6.93,debit,8,24
authorized,ACC-182446574,3350.13,2018-08-24,F,27,WA,9.5,debit,8,24
authorized,ACC-964839203,32998.4,2018-08-24,M,21,VIC,43.13,debit,8,24
authorized,ACC-1598451071,1784.37,2018-08-24,F,26,QLD,9.67,debit,8,24
authorized,ACC-3741880913,6003.22,2018-08-24,F,25,NSW,59.94,debit,8,24
authorized,ACC-2249586092,5780.63,2018-08-24,M,19,NSW,6.0,debit,8,24
posted,ACC-1788473090,3343.22,2018-08-24,F,21,MISSING,33.0,debit,8,24
posted,ACC-3541460373,2472.08,2018-08-24,M,24,MISSING,53.0,debit,8,24
posted,ACC-1652235822,19645.38,2018-08-24,F,38,MISSING,66.0,debit,8,24
authorized,ACC-1438600314,3515.23,2018-08-24,F,35,NSW,64.66,debit,8,24
authorized,ACC-3021093232,3769.09,2018-08-24,F,30,NSW,23.33,debit,8,24
posted,ACC-3485804958,18300.05,2018-08-24,F,34,MISSING,63.0,debit,8,24
posted,ACC-3689607373,4485.51,2018-08-24,F,20,MISSING,55.0,debit,8,24
posted,ACC-2171593283,8907.47,2018-08-24,M,19,MISSING,40.0,debit,8,24
posted,ACC-1438600314,3470.23,2018-08-24,F,35,MISSING,45.0,debit,8,24
authorized,ACC-1973887809,2950.9,2018-08-24,M,26,WA,63.12,debit,8,24
authorized,ACC-182446574,3320.82,2018-08-24,F,27,VIC,29.31,debit,8,24
authorized,ACC-2305712452,1912.57,2018-08-24,F,18,NSW,10.94,debit,8,24
authorized,ACC-1598451071,1778.5,2018-08-24,F,26,QLD,5.87,debit,8,24
authorized,ACC-90814749,9870.75,2018-08-24,M,35,WA,35.05,debit,8,24
authorized,ACC-90814749,9850.57,2018-08-24,M,35,WA,20.18,debit,8,24
posted,ACC-37709441,7142.8,2018-08-24,M,18,MISSING,27.0,debit,8,24
authorized,ACC-1516130869,3789.23,2018-08-24,F,21,QLD,44.09,debit,8,24
authorized,ACC-2259139624,7693.26,2018-08-24,F,19,VIC,42.8,debit,8,24
authorized,ACC-3100725361,642.31,2018-08-24,M,25,VIC,10.78,debit,8,24
authorized,ACC-1037050564,2507.16,2018-08-24,F,40,QLD,5.89,debit,8,24
posted,ACC-3689607373,4400.41,2018-08-24,F,20,MISSING,69.0,debit,8,24
posted,ACC-721712940,52391.38,2018-08-24,M,78,MISSING,38.0,debit,8,24
posted,ACC-2681137560,2631.51,2018-08-24,M,31,MISSING,29.0,debit,8,24
posted,ACC-2171593283,8857.47,2018-08-24,M,19,MISSING,50.0,debit,8,24
posted,ACC-1903037542,1553.4,2018-08-24,M,30,MISSING,23.0,debit,8,24
authorized,ACC-3485804958,18281.29,2018-08-24,F,34,SA,18.76,debit,8,24
authorized,ACC-1973887809,2932.56,2018-08-24,M,26,WA,18.34,debit,8,24
