status,card_present_flag,bpay_biller_code,account,currency,long_lat,txn_description,merchant_id,merchant_code,first_name,balance,date,gender,age,merchant_suburb,merchant_state,extraction,amount,transaction_id,country,customer_id,merchant_long_lat,movement,month,day
posted,,0,ACC-3233697971,AUD,151.04 -33.77,PAY/SALARY,,0.0,Robin,3351.9,2018-08-13,F,34,,,2018-08-13 11:00:00+00:00,1711.39,10e7c5b7a5e7404fa5ce0152a5513111,Australia,CUS-1147642491,,credit,8,13
posted,,0,ACC-1037050564,AUD,153.10 -27.66,PAY/SALARY,,0.0,Rhonda,2025.48,2018-08-13,F,40,,,2018-08-13 11:00:00+00:00,892.09,91082f097ab7414eae8ff699aa744ac7,Australia,CUS-1614226872,,credit,8,13
posted,,0,ACC-2265520058,AUD,151.27 -33.85,PAY/SALARY,,0.0,Catherine,1853.29,2018-08-13,F,26,,,2018-08-13 11:00:00+00:00,1843.14,10445868a8cc4e4e902adc255520d6db,Australia,CUS-331942311,,credit,8,13
posted,,0,ACC-4274272854,AUD,145.23 -37.86,PAY/SALARY,,0.0,Timothy,3955.08,2018-08-13,M,20,,,2018-08-13 12:00:00+00:00,1640.83,cec50d338a5046fea8f2438993ba5c13,Australia,CUS-2484453271,,credit,8,13
posted,,0,ACC-1438600314,AUD,138.69 -34.84,PAY/SALARY,,0.0,Maria,3160.27,2018-08-13,F,35,,,2018-08-13 12:00:00+00:00,862.95,46411f95fa834298b4324ffb1581a57b,Australia,CUS-2650223890,,credit,8,13
posted,,0,ACC-2681137560,AUD,151.11 -33.99,PAY/SALARY,,0.0,Nathaniel,2887.54,2018-08-13,M,31,,,2018-08-13 13:00:00+00:00,2886.52,77b161f025244c5e9ad82a157fcf293b,Australia,CUS-2083971310,,credit,8,13
posted,,0,ACC-1496451953,AUD,145.16 -37.84,PAY/SALARY,,0.0,Ricky,4980.61,2018-08-13,M,43,,,2018-08-13 13:00:00+00:00,2588.01,a118bd4737ac4bd9a84f1fe1f0f252ae,Australia,CUS-3142625864,,credit,8,13
posted,,0,ACC-2173390920,AUD,144.71 -37.58,PAY/SALARY,,0.0,Luis,2440.1,2018-08-13,M,27,,,2018-08-13 13:00:00+00:00,1396.23,f2b79570548944c48f55b9f2ee9feac6,Australia,CUS-3180318393,,credit,8,13
posted,,0,ACC-2615038700,AUD,145.35 -38.03,PAY/SALARY,,0.0,Emily,29573.4,2018-08-13,F,43,,,2018-08-13 13:00:00+00:00,664.43,a8b946b318fa41509dad44e081a3fb7f,Australia,CUS-3255104878,,credit,8,13
posted,,0,ACC-4258502723,AUD,145.45 -37.74,PAY/SALARY,,0.0,Kimberly,2179.91,2018-08-13,F,24,,,2018-08-13 13:00:00+00:00,1059.84,58a6434c3c5042e493376afce6009331,Australia,CUS-3378712515,,credit,8,13
posted,,0,ACC-2249586092,AUD,115.98 -32.07,PAY/SALARY,,0.0,Edward,5087.36,2018-08-13,M,19,,,2018-08-13 13:00:00+00:00,990.55,bb21f590ac944842b5e5c318bf797e2e,Australia,CUS-443776336,,credit,8,13
posted,,0,ACC-602667573,AUD,151.23 -33.96,PAY/SALARY,,0.0,Michael,4413.74,2018-08-13,M,40,,,2018-08-13 14:00:00+00:00,2280.36,f8aa1b40d0754848a48e99572c16d045,Australia,CUS-2031327464,,credit,8,13
posted,,0,ACC-3021093232,AUD,149.83 -29.47,PAY/SALARY,,0.0,Melissa,3317.79,2018-08-13,F,30,,,2018-08-13 14:00:00+00:00,1636.72,c622ae8fed24422fb4769272330ee01a,Australia,CUS-55310383,,credit,8,13
posted,,0,ACC-847145727,AUD,115.90 -31.92,PAY/SALARY,,0.0,Michael,52796.92,2018-08-13,M,19,,,2018-08-13 17:00:00+00:00,2854.74,7b882ac44a6043c6a8c7ec0aa4d84207,Australia,CUS-1609060617,,credit,8,13
posted,,0,ACC-3827517394,AUD,151.12 -33.89,PAY/SALARY,,0.0,Craig,33035.16,2018-08-13,M,28,,,2018-08-13 17:00:00+00:00,4054.77,05f95c09b465486b8979293114ec6a8a,Australia,CUS-2663907001,,credit,8,13
posted,,0,ACC-2231965366,AUD,144.96 -37.84,PAY/SALARY,,0.0,Linda,5813.53,2018-08-14,F,35,,,2018-08-14 12:00:00+00:00,2443.24,261b77f3fcd64bfabf1083900bdc79dc,Australia,CUS-2155701614,,credit,8,14
posted,,0,ACC-1334819143,AUD,145.13 -37.70,PAY/SALARY,,0.0,Christopher,59558.05,2018-08-14,M,33,,,2018-08-14 12:00:00+00:00,2718.51,6fa554ff89ee46a38db9e8bd8abc354d,Australia,CUS-3117610635,,credit,8,14
posted,,0,ACC-1443681913,AUD,150.92 -33.77,PAY/SALARY,,0.0,Ryan,1966.12,2018-08-14,M,31,,,2018-08-14 13:00:00+00:00,996.24,78790b5dedee4ceeba66ac74e265371c,Australia,CUS-3129499595,,credit,8,14
posted,,0,ACC-1998563091,AUD,149.03 -35.25,PAY/SALARY,,0.0,David,14565.96,2018-08-14,M,42,,,2018-08-14 13:00:00+00:00,1757.81,ae9bbd51de854da0b2b2a9308f768ddb,Australia,CUS-3395687666,,credit,8,14
posted,,0,ACC-2305712452,AUD,138.61 -34.89,PAY/SALARY,,0.0,Debra,1331.91,2018-08-14,F,18,,,2018-08-14 14:00:00+00:00,761.33,22a5df109b624ffc9b3b1606128a0899,Australia,CUS-1842679196,,credit,8,14
posted,,0,ACC-1990648130,AUD,114.62 -28.80,PAY/SALARY,,0.0,Kaitlyn,3357.61,2018-08-14,F,21,,,2018-08-14 14:00:00+00:00,1037.07,6f9ab08a03db4e3888b0023984ced9f0,Australia,CUS-809013380,,credit,8,14
posted,,0,ACC-2828321672,AUD,153.03 -27.51,PAY/SALARY,,0.0,Stephanie,1398.7,2018-08-14,F,53,,,2018-08-14 16:00:00+00:00,970.47,deaff82de78840f08a035e5404ce5e29,Australia,CUS-1005756958,,credit,8,14
posted,,0,ACC-1222300524,AUD,151.23 -33.94,PAY/SALARY,,0.0,Michael,1132.66,2018-08-14,M,38,,,2018-08-14 17:00:00+00:00,1002.13,6217095136fc488fa19ba8c1a716e8f9,Australia,CUS-2142601169,,credit,8,14
posted,,0,ACC-1652235822,AUD,144.89 -37.81,PAY/SALARY,,0.0,Renee,19822.38,2018-08-14,F,38,,,2018-08-14 17:00:00+00:00,1541.12,20d2648065e54e6a84ed1b760c5c969f,Australia,CUS-2206365095,,credit,8,14
posted,,0,ACC-3771436525,AUD,145.04 -37.92,PAY/SALARY,,0.0,Derek,1154.57,2018-08-14,M,20,,,2018-08-14 17:00:00+00:00,1099.7,ddd53b5c8e6d4f58acea7157c4be5794,Australia,CUS-3325710106,,credit,8,14
posted,,0,ACC-3954677887,AUD,115.72 -32.28,PAY/SALARY,,0.0,Ruth,2434.38,2018-08-14,F,47,,,2018-08-14 17:00:00+00:00,1272.47,78ee022d7f07475fadd4e6810b96f560,Australia,CUS-3716701010,,credit,8,14
posted,,0,ACC-2897221629,AUD,150.90 -34.37,PAY/SALARY,,0.0,Scott,1823.78,2018-08-14,M,23,,,2018-08-14 17:00:00+00:00,982.71,9cc3a5b1b4c34354b8a17122b9d1b528,Australia,CUS-511326734,,credit,8,14
posted,,0,ACC-588564840,AUD,151.27 -33.76,PAY/SALARY,,0.0,Isaiah,10724.87,2018-08-15,M,23,,,2018-08-15 11:00:00+00:00,3903.95,a0ba656db7c5441dbb782f4bbc6755ac,Australia,CUS-1462656821,,credit,8,15
posted,,0,ACC-1650504218,AUD,145.01 -37.93,PAY/SALARY,,0.0,Marissa,4644.04,2018-08-15,F,23,,,2018-08-15 12:00:00+00:00,1626.48,c33dccc92e1c41ef8580b1112c00d83c,Australia,CUS-2500783281,,credit,8,15
posted,,0,ACC-3326339947,AUD,151.18 -33.80,PAY/SALARY,,0.0,Eric,4475.72,2018-08-15,M,22,,,2018-08-15 12:00:00+00:00,983.36,7c8c2d66d4ee4f758d6e0b155266ff17,Australia,CUS-326006476,,credit,8,15
posted,,0,ACC-3541460373,AUD,145.00 -37.83,PAY/SALARY,,0.0,Jeffrey,2713.59,2018-08-15,M,24,,,2018-08-15 13:00:00+00:00,1408.08,5c5359548fa44145bde8bd98f5c8aff6,Australia,CUS-1433879684,,credit,8,15
posted,,0,ACC-2776252858,AUD,144.95 -37.76,PAY/SALARY,,0.0,Kristin,1215.7,2018-08-15,F,43,,,2018-08-15 13:00:00+00:00,1068.04,73cf2b1668554a12878429e0b347ca94,Australia,CUS-4123612273,,credit,8,15
posted,,0,ACC-1598451071,AUD,153.41 -27.95,PAY/SALARY,,0.0,Diana,1440.22,2018-08-15,F,26,,,2018-08-15 14:00:00+00:00,1013.67,bdff41213228441e998c82d263983cc7,Australia,CUS-2487424745,,credit,8,15
posted,,0,ACC-354106658,AUD,151.04 -33.80,PAY/SALARY,,0.0,Christine,8754.76,2018-08-15,F,39,,,2018-08-15 15:00:00+00:00,5103.51,41ce67e6c8a4474385fd1646963b6758,Australia,CUS-2376382098,,credit,8,15
posted,,0,ACC-3485804958,AUD,138.52 -35.01,PAY/SALARY,,0.0,Jessica,19199.85,2018-08-15,F,34,,,2018-08-15 16:00:00+00:00,3903.73,91b6c25e46824d76871d03c626dac3f1,Australia,CUS-1196156254,,credit,8,15
posted,,0,ACC-1973887809,AUD,115.78 -31.90,PAY/SALARY,,0.0,Antonio,2178.57,2018-08-15,M,26,,,2018-08-15 16:00:00+00:00,1098.91,d994adeb38fe444d9cf77d9ea37efff7,Australia,CUS-1646621553,,credit,8,15
posted,,0,ACC-4059612845,AUD,130.98 -12.49,PAY/SALARY,,0.0,Jonathan,52568.04,2018-08-15,M,38,,,2018-08-15 16:00:00+00:00,2647.38,941f60ad16bc42b2a53cefb0c70432ce,Australia,CUS-495599312,,credit,8,15
posted,,0,ACC-819621312,AUD,145.04 -37.85,PAY/SALARY,,0.0,Michele,2869.72,2018-08-15,F,30,,,2018-08-15 17:00:00+00:00,1158.15,1a3f9d04937b4569a0bd71a4aa8c4cde,Australia,CUS-1271030853,,credit,8,15
posted,,0,ACC-2920611728,AUD,144.96 -37.76,PAY/SALARY,,0.0,Tyler,3655.94,2018-08-15,M,69,,,2018-08-15 17:00:00+00:00,1043.12,4d8daaacc4264d6d92b2ea759cc80364,Australia,CUS-1388323263,,credit,8,15
posted,,0,ACC-1799207998,AUD,150.68 -33.79,PAY/SALARY,,0.0,Susan,3523.0,2018-08-15,F,20,,,2018-08-15 17:00:00+00:00,1395.49,e79a43af900a40008f5d23aa947fd67f,Australia,CUS-164374203,,credit,8,15
posted,,0,ACC-1349834573,AUD,145.17 -37.84,PAY/SALARY,,0.0,Matthew,8965.29,2018-08-15,M,39,,,2018-08-15 17:00:00+00:00,3071.14,ebb87a468a524e20b6bcff34bd7482bf,Australia,CUS-1790886359,,credit,8,15
posted,,0,ACC-38923874,AUD,151.27 -33.90,PAY/SALARY,,0.0,Ryan,33238.34,2018-08-17,M,38,,,2018-08-17 11:00:00+00:00,1880.95,8ece5fac2fb3406f94ecdb2cef634a5a,Australia,CUS-3249305314,,credit,8,17
posted,,0,ACC-3689607373,AUD,115.79 -31.79,PAY/SALARY,,0.0,Virginia,3885.62,2018-08-17,F,20,,,2018-08-17 12:00:00+00:00,1138.79,78abc2ea1c7b471e9e7bb1e5e0c87e3e,Australia,CUS-127297539,,credit,8,17
posted,,0,ACC-2890243754,AUD,153.32 -27.93,PAY/SALARY,,0.0,Joseph,2173.88,2018-08-17,M,37,,,2018-08-17 12:00:00+00:00,917.45,96e7b205c91d4764937b8961e98b18c1,Australia,CUS-2695611575,,credit,8,17
posted,,0,ACC-1788473090,AUD,145.06 -37.95,PAY/SALARY,,0.0,Rachael,3830.37,2018-08-17,F,21,,,2018-08-17 13:00:00+00:00,2023.68,ca932331b54d4cb4ac3659ad2ab18294,Australia,CUS-134193016,,credit,8,17
posted,,0,ACC-1199531521,AUD,116.02 -31.87,PAY/SALARY,,0.0,Billy,6941.28,2018-08-17,M,52,,,2018-08-17 13:00:00+00:00,3785.78,c6ec65bc1f0f43109ba71d095afb7d34,Australia,CUS-134833760,,credit,8,17
posted,,0,ACC-559365433,AUD,147.31 -42.88,PAY/SALARY,,0.0,Mary,1540.22,2018-08-17,F,64,,,2018-08-17 13:00:00+00:00,576.0,2b436f657bce4ce0b44a1583fea06a58,Australia,CUS-1654129794,,credit,8,17
posted,,0,ACC-3481401842,AUD,115.74 -31.72,PAY/SALARY,,0.0,Tiffany,2300.25,2018-08-17,F,25,,,2018-08-17 13:00:00+00:00,1225.33,93d2f3f2acf546158512b5ddcdb769ed,Australia,CUS-1669695324,,credit,8,17
posted,,0,ACC-2528867619,AUD,138.58 -34.96,PAY/SALARY,,0.0,Abigail,5075.31,2018-08-17,F,40,,,2018-08-17 13:00:00+00:00,1946.57,26795b712fa142b58a636d823b5e0191,Australia,CUS-2505971401,,credit,8,17
posted,,0,ACC-2674800293,AUD,144.96 -37.69,PAY/SALARY,,0.0,Elizabeth,26639.12,2018-08-17,F,50,,,2018-08-17 14:00:00+00:00,1436.98,72abab20f77041459f01494e95899b82,Australia,CUS-2977593493,,credit,8,17
posted,,0,ACC-1683215619,AUD,138.67 -34.86,PAY/SALARY,,0.0,Barry,2503.1,2018-08-17,M,38,,,2018-08-17 15:00:00+00:00,2500.0,04919fcea7f94f67a0110b4fe9e566d2,Australia,CUS-1604596597,,credit,8,17
posted,,0,ACC-1683215619,AUD,138.67 -34.86,PAY/SALARY,,0.0,Barry,5003.1,2018-08-17,M,38,,,2018-08-17 15:00:00+00:00,2500.0,c0d8288597cd4e42adfec1a5e161e68b,Australia,CUS-1604596597,,credit,8,17
posted,,0,ACC-182446574,AUD,116.06 -32.00,PAY/SALARY,,0.0,Tonya,4739.35,2018-08-17,F,27,,,2018-08-17 15:00:00+00:00,2840.15,b186a7531fc54e3cb9bc8b93f50be214,Australia,CUS-3026014945,,credit,8,17
posted,,0,ACC-3741880913,AUD,150.50 -23.40,PAY/SALARY,,0.0,Ashley,6095.16,2018-08-17,F,25,,,2018-08-17 16:00:00+00:00,2282.36,d7709442d6f84d2a8c2b95d1083f0590,Australia,CUS-1220154422,,credit,8,17
posted,,0,ACC-964839203,AUD,146.92 -36.07,PAY/SALARY,,0.0,Michael,32030.97,2018-08-17,M,21,,,2018-08-17 16:00:00+00:00,1560.2,18cacc0fd615408c89248ae23a3545c4,Australia,CUS-2059096722,,credit,8,17
posted,,0,ACC-2901672282,AUD,255.00 -573.00,PAY/SALARY,,0.0,Daniel,4869.27,2018-08-17,M,22,,,2018-08-17 17:00:00+00:00,3328.77,07a631732ae34014b0ae59978e3ea821,Australia,CUS-1617121891,,credit,8,17
posted,,0,ACC-3317636250,AUD,153.02 -27.66,PAY/SALARY,,0.0,Kenneth,7299.17,2018-08-17,M,35,,,2018-08-17 17:00:00+00:00,2544.76,e06412851d0240f9bad6af84e6942463,Australia,CUS-2738291516,,credit,8,17
posted,,0,ACC-966140392,AUD,147.08 -37.97,PAY/SALARY,,0.0,Joseph,3384.03,2018-08-17,M,21,,,2018-08-17 17:00:00+00:00,2572.91,323c1ea370fb442b9ec745b099854e98,Australia,CUS-537508723,,credit,8,17
posted,,0,ACC-4065652575,AUD,115.81 -31.82,PAY/SALARY,,0.0,Lucas,8858.41,2018-08-20,M,21,,,2018-08-20 11:00:00+00:00,3578.65,ec637c4990fa4f04a79550c50e6f18b3,Australia,CUS-1117979751,,credit,8,20
posted,,0,ACC-3233697971,AUD,151.04 -33.77,PAY/SALARY,,0.0,Robin,4134.06,2018-08-20,F,34,,,2018-08-20 11:00:00+00:00,1711.39,4f7aa8a6c9964e1a83aac5b62b87b45b,Australia,CUS-1147642491,,credit,8,20
posted,,0,ACC-1037050564,AUD,153.10 -27.66,PAY/SALARY,,0.0,Rhonda,2628.62,2018-08-20,F,40,,,2018-08-20 11:00:00+00:00,892.09,ffa86370a9f0457faf40e8349e9bf3d9,Australia,CUS-1614226872,,credit,8,20
posted,,0,ACC-240804743,AUD,121.48 -30.75,PAY/SALARY,,0.0,Kenneth,7961.21,2018-08-20,M,29,,,2018-08-20 11:00:00+00:00,4405.3,b309ae70aef54c3bbf6637813026ba1f,Australia,CUS-261674136,,credit,8,20
posted,,0,ACC-3879258709,AUD,143.83 -37.66,PAY/SALARY,,0.0,Natasha,193621.49,2018-08-20,F,40,,,2018-08-20 11:00:00+00:00,4216.04,665d404d53dd4601bde0b14eb01d6135,Australia,CUS-527400765,,credit,8,20
posted,,0,ACC-1438600314,AUD,138.69 -34.84,PAY/SALARY,,0.0,Maria,3685.22,2018-08-20,F,35,,,2018-08-20 12:00:00+00:00,862.95,39d85a25026c41538783d97b42508a3a,Australia,CUS-2650223890,,credit,8,20
posted,,0,ACC-1523339231,AUD,115.83 -31.90,PAY/SALARY,,0.0,Tim,62647.22,2018-08-20,M,40,,,2018-08-20 13:00:00+00:00,8835.98,b608ce5142664a79af4fa071a886c8f7,Australia,CUS-1816693151,,credit,8,20
posted,,0,ACC-2650850707,AUD,148.16 -23.52,PAY/SALARY,,0.0,Brian,108791.32,2018-08-20,M,42,,,2018-08-20 13:00:00+00:00,3231.26,9fced8008cfb4ec6bbc2b74ba3f60e5d,Australia,CUS-2819545904,,credit,8,20
posted,,0,ACC-1496451953,AUD,145.16 -37.84,PAY/SALARY,,0.0,Ricky,6910.63,2018-08-20,M,43,,,2018-08-20 13:00:00+00:00,2588.01,117a420cbe6b408aa368abe46460fa75,Australia,CUS-3142625864,,credit,8,20
posted,,0,ACC-2173390920,AUD,144.71 -37.58,PAY/SALARY,,0.0,Luis,3532.33,2018-08-20,M,27,,,2018-08-20 13:00:00+00:00,1396.23,c6ffab05060943d688d1d02f78db2a34,Australia,CUS-3180318393,,credit,8,20
posted,,0,ACC-2615038700,AUD,145.35 -38.03,PAY/SALARY,,0.0,Emily,30006.42,2018-08-20,F,43,,,2018-08-20 13:00:00+00:00,664.43,43a4bc84d9554750a238351e4aec136c,Australia,CUS-3255104878,,credit,8,20
posted,,0,ACC-4258502723,AUD,145.45 -37.74,PAY/SALARY,,0.0,Kimberly,2094.76,2018-08-20,F,24,,,2018-08-20 13:00:00+00:00,1059.84,8fd1dd6469ce4991bda924321ab4c7e2,Australia,CUS-3378712515,,credit,8,20
posted,,0,ACC-2249586092,AUD,115.98 -32.07,PAY/SALARY,,0.0,Edward,5878.28,2018-08-20,M,19,,,2018-08-20 13:00:00+00:00,990.55,e298be12b99d47ecbdcea391ca9477d1,Australia,CUS-443776336,,credit,8,20
posted,,0,ACC-602667573,AUD,151.23 -33.96,PAY/SALARY,,0.0,Michael,6139.55,2018-08-20,M,40,,,2018-08-20 14:00:00+00:00,2280.36,ec29a25a35774614a89d87fa42f28f8b,Australia,CUS-2031327464,,credit,8,20
posted,,0,ACC-3021093232,AUD,149.83 -29.47,PAY/SALARY,,0.0,Melissa,4537.19,2018-08-20,F,30,,,2018-08-20 14:00:00+00:00,1636.72,12494b4dff2d4146adae23f0e93ebce2,Australia,CUS-55310383,,credit,8,20
posted,,0,ACC-854938045,AUD,147.63 -22.84,PAY/SALARY,,0.0,James,10551.95,2018-08-20,M,28,,,2018-08-20 17:00:00+00:00,2538.68,959cd84aa6f046d0841a94f804be20de,Australia,CUS-4023861240,,credit,8,20
posted,,0,ACC-1710017148,AUD,150.82 -34.01,PAY/SALARY,,0.0,Michelle,7764.35,2018-08-20,F,19,,,2018-08-20 17:00:00+00:00,3977.46,39a8014c8a71409698f8bf05e2ee2ff9,Australia,CUS-883482547,,credit,8,20
posted,,0,ACC-37709441,AUD,153.41 -28.01,PAY/SALARY,,0.0,Charles,7544.15,2018-08-21,M,18,,,2018-08-21 11:00:00+00:00,4132.23,38978fa0f10f4213aa6b51c1fb119e7d,Australia,CUS-3336454548,,credit,8,21
posted,,0,ACC-2231965366,AUD,144.96 -37.84,PAY/SALARY,,0.0,Linda,8125.77,2018-08-21,F,35,,,2018-08-21 12:00:00+00:00,2443.24,86a31fef5ca34ddbbf2c44f1da25c91a,Australia,CUS-2155701614,,credit,8,21
posted,,0,ACC-1443681913,AUD,150.92 -33.77,PAY/SALARY,,0.0,Ryan,2813.36,2018-08-21,M,31,,,2018-08-21 13:00:00+00:00,996.24,00ddc65eb7674cfdbeee864ef245e2e5,Australia,CUS-3129499595,,credit,8,21
posted,,0,ACC-2305712452,AUD,138.61 -34.89,PAY/SALARY,,0.0,Debra,2017.93,2018-08-21,F,18,,,2018-08-21 14:00:00+00:00,761.33,fe7f117134e448f2a9c1b69fa4c7db84,Australia,CUS-1842679196,,credit,8,21
posted,,0,ACC-1990648130,AUD,114.62 -28.80,PAY/SALARY,,0.0,Kaitlyn,4193.48,2018-08-21,F,21,,,2018-08-21 14:00:00+00:00,1037.07,db340e81757c479285ce999d234ac857,Australia,CUS-809013380,,credit,8,21
posted,,0,ACC-2828321672,AUD,153.03 -27.51,PAY/SALARY,,0.0,Stephanie,1853.47,2018-08-21,F,53,,,2018-08-21 16:00:00+00:00,970.47,71cd874fc20741f8b4a589c8286afeb2,Australia,CUS-1005756958,,credit,8,21
posted,,0,ACC-4281711154,AUD,144.98 -37.84,PAY/SALARY,,0.0,Eric,36477.74,2018-08-21,M,42,,,2018-08-21 16:00:00+00:00,1757.82,ddf4eadbf3d744caa74e2d05905b7e35,Australia,CUS-3151318058,,credit,8,21
posted,,0,ACC-1222300524,AUD,151.23 -33.94,PAY/SALARY,,0.0,Michael,2084.79,2018-08-21,M,38,,,2018-08-21 17:00:00+00:00,1002.13,033c6a989918484899e9ff3b9d066f31,Australia,CUS-2142601169,,credit,8,21
posted,,0,ACC-3771436525,AUD,145.04 -37.92,PAY/SALARY,,0.0,Derek,1544.92,2018-08-21,M,20,,,2018-08-21 17:00:00+00:00,1099.7,10ae4e5029634b44acb5f4dd17507d83,Australia,CUS-3325710106,,credit,8,21
posted,,0,ACC-3954677887,AUD,115.72 -32.28,PAY/SALARY,,0.0,Ruth,3507.7,2018-08-21,F,47,,,2018-08-21 17:00:00+00:00,1272.47,fcad081cbfd043bca5d941742f24611b,Australia,CUS-3716701010,,credit,8,21
posted,,0,ACC-958000567,AUD,130.90 -12.37,PAY/SALARY,,0.0,Sandra,5737.9,2018-08-21,F,34,,,2018-08-21 17:00:00+00:00,3517.61,b8a40b7265b544599d45eefaa5980f10,Australia,CUS-4142663097,,credit,8,21
posted,,0,ACC-2897221629,AUD,150.90 -34.37,PAY/SALARY,,0.0,Scott,2360.24,2018-08-21,M,23,,,2018-08-21 17:00:00+00:00,982.71,d21dc45b5eb046c38d37a9037dfe6e8e,Australia,CUS-511326734,,credit,8,21
posted,,0,ACC-3084464802,AUD,145.15 -37.76,PAY/SALARY,,0.0,Susan,5209.5,2018-08-22,F,19,,,2018-08-22 12:00:00+00:00,2485.37,3a4c893374e8425c9a0639321b35ac80,Australia,CUS-1928710999,,credit,8,22
posted,,0,ACC-1650504218,AUD,145.01 -37.93,PAY/SALARY,,0.0,Marissa,5697.52,2018-08-22,F,23,,,2018-08-22 12:00:00+00:00,1626.48,dc875fcbcc4c48f79b4892c29f73fce6,Australia,CUS-2500783281,,credit,8,22
posted,,0,ACC-3326339947,AUD,151.18 -33.80,PAY/SALARY,,0.0,Eric,5240.83,2018-08-22,M,22,,,2018-08-22 12:00:00+00:00,983.36,1d8547c49d6e4d9a9f3232eb84c34743,Australia,CUS-326006476,,credit,8,22
posted,,0,ACC-1516130869,AUD,130.84 -12.45,PAY/SALARY,,0.0,Jessica,4183.72,2018-08-22,F,21,,,2018-08-22 13:00:00+00:00,2306.63,052fb1250a904c83826a152294ef15d8,Australia,CUS-325142416,,credit,8,22
posted,,0,ACC-2776252858,AUD,144.95 -37.76,PAY/SALARY,,0.0,Kristin,2211.74,2018-08-22,F,43,,,2018-08-22 13:00:00+00:00,1068.04,5c15034afec244d9b14a1fd33cdef95b,Australia,CUS-4123612273,,credit,8,22
posted,,0,ACC-1598451071,AUD,153.41 -27.95,PAY/SALARY,,0.0,Diana,1932.06,2018-08-22,F,26,,,2018-08-22 14:00:00+00:00,1013.67,72e4010a18564f15a097c97af6d309bc,Australia,CUS-2487424745,,credit,8,22
posted,,0,ACC-1973887809,AUD,115.78 -31.90,PAY/SALARY,,0.0,Antonio,3144.33,2018-08-22,M,26,,,2018-08-22 16:00:00+00:00,1098.91,d1b1f165574f4e1a9c4c5c3e5af602d5,Australia,CUS-1646621553,,credit,8,22
posted,,0,ACC-819621312,AUD,145.04 -37.85,PAY/SALARY,,0.0,Michele,3533.73,2018-08-22,F,30,,,2018-08-22 17:00:00+00:00,1158.15,7e24a84354ea4777aaa0a036835094ba,Australia,CUS-1271030853,,credit,8,22
posted,,0,ACC-2920611728,AUD,144.96 -37.76,PAY/SALARY,,0.0,Tyler,4414.32,2018-08-22,M,69,,,2018-08-22 17:00:00+00:00,1043.12,262d0a81a4e84826ae1a289ba30f4a18,Australia,CUS-1388323263,,credit,8,22
posted,,0,ACC-1799207998,AUD,150.68 -33.79,PAY/SALARY,,0.0,Susan,4558.59,2018-08-22,F,20,,,2018-08-22 17:00:00+00:00,1395.49,2fe681c09ee2439c9e76f9eefb550832,Australia,CUS-164374203,,credit,8,22
posted,,0,ACC-2171593283,AUD,146.94 -36.04,PAY/SALARY,,0.0,Fernando,8997.47,2018-08-22,M,19,,,2018-08-22 17:00:00+00:00,2639.76,827b074bb96e49afa0d222e4d8184d3c,Australia,CUS-2317998716,,credit,8,22
posted,,0,ACC-3536132544,AUD,144.93 -37.79,PAY/SALARY,,0.0,Heather,3042.91,2018-08-23,F,41,,,2018-08-23 11:00:00+00:00,2101.51,f74facc23b4649d88888338a805999c1,Australia,CUS-2348881191,,credit,8,23
posted,,0,ACC-4163822186,AUD,149.03 -34.97,PAY/SALARY,,0.0,Karen,5242.69,2018-08-23,F,26,,,2018-08-23 11:00:00+00:00,920.71,7b53c9979ba3484ea9242139623ee318,Australia,CUS-2630892467,,credit,8,23
posted,,0,ACC-2259139624,AUD,144.66 -37.91,PAY/SALARY,,0.0,Cindy,7736.06,2018-08-23,F,19,,,2018-08-23 11:00:00+00:00,3676.94,234d04e1aefe4bd78e7500635e77f47a,Australia,CUS-3174332735,,credit,8,23
posted,,0,ACC-721712940,AUD,145.09 -37.82,PAY/SALARY,,0.0,Andrew,52429.38,2018-08-23,M,78,,,2018-08-23 12:00:00+00:00,782.42,760b3b2616524669b845647f7f6c29c4,Australia,CUS-1646183815,,credit,8,23
posted,,0,ACC-1279356312,AUD,144.79 -37.73,PAY/SALARY,,0.0,Tyler,6082.23,2018-08-23,M,44,,,2018-08-23 12:00:00+00:00,2887.34,3434358e28e14c9a8f749d55cc77ad39,Australia,CUS-1892177589,,credit,8,23
posted,,0,ACC-1243371644,AUD,150.90 -33.78,PAY/SALARY,,0.0,Gregory,3001.96,2018-08-23,M,42,,,2018-08-23 13:00:00+00:00,1681.58,6b34b828709141bc968b5b52f21b60c3,Australia,CUS-3904958894,,credit,8,23
posted,,0,ACC-1608363396,AUD,151.22 -33.87,PAY/SALARY,,0.0,Robert,4969.93,2018-08-23,M,20,,,2018-08-23 14:00:00+00:00,2320.3,7bbd4205e7e949efb780da07b2e950a2,Australia,CUS-2688605418,,credit,8,23
posted,,0,ACC-1424176027,AUD,151.08 -33.93,PAY/SALARY,,0.0,Donald,3842.64,2018-08-23,M,22,,,2018-08-23 14:00:00+00:00,1928.97,65fadb4d7a0041929329ae0f80374558,Australia,CUS-3431016847,,credit,8,23
posted,,0,ACC-2988263882,AUD,145.18 -37.90,PAY/SALARY,,0.0,Michael,3769.84,2018-08-23,M,44,,,2018-08-23 15:00:00+00:00,596.33,2630e89e08a44fdb9e8fcca6d0744be6,Australia,CUS-1233833708,,credit,8,23
